Annee;Diplôme;Numéro de l'établissement;Établissement;Établissement actuel;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;Taux d'emploi;Taux d'emploi salarié en France;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC;Id_Paysage
2013;MASTER ENS;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;20;74;100;ns;;;ns;ns;ns;ns;ns;;8.8;2070;ns;ns;ns;1630;2580;Paris Pierre et Marie Curie_18;disc18_18;3RMeh
2013;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;30;58;10;93;;;ns;ns;ns;ns;ns;26;8.8;2070;ns;ns;60;1630;2580;Paris Pierre et Marie Curie_18;disc01_18;3RMeh
2013;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;30;58;10;93;;;ns;ns;ns;ns;ns;26;8.8;2070;ns;ns;60;1630;2580;Paris Pierre et Marie Curie_18;disc05_18;3RMeh
2013;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;300;63;90;82;;;94;70;97;2100;32800;26;8.8;2070;84;24;38;1630;2580;Paris Pierre et Marie Curie_18;disc12_18;3RMeh
2013;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;18;67;5;ns;;;ns;ns;ns;ns;ns;26;8.8;2070;ns;ns;ns;1630;2580;Paris Pierre et Marie Curie_18;disc17_18;3RMeh
2013;MASTER LMD;0751722P;Paris Pierre et Marie Curie;Sorbonne Université (Sorbonne U);A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;18;67;5;ns;;;ns;ns;ns;ns;ns;26;8.8;2070;ns;ns;ns;1630;2580;Paris Pierre et Marie Curie_30;disc17_30;3RMeh
2013;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;81;50;38;79;;;98;74;97;2180;33900;26;8.8;2070;86;19;51;1630;2580;Paris 7 - Denis Diderot_18;disc12_18;5KpJ9
2013;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;8;56;4;ns;;;ns;ns;ns;ns;ns;26;8.8;2070;ns;ns;ns;1630;2580;Paris 7 - Denis Diderot_30;disc17_30;5KpJ9
2016;MASTER ENS;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;17;76;;ns;;;ns;ns;ns;ns;ns;18;7.6;1980;ns;ns;ns;1550;2420;Paris 1 - Panthéon Sorbonne_18;disc18_18;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;611;70;66;94;;;97;68;98;2300;35900;24;7.6;1980;88;19;57;1550;2420;Paris 1 - Panthéon Sorbonne_18;disc01_18;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;128;68;14;96;;;98;61;95;2400;37400;24;7.6;1980;91;19;50;1550;2420;Paris 1 - Panthéon Sorbonne_18;disc03_18;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;186;66;21;96;;;98;90;99;2600;40600;24;7.6;1980;92;20;54;1550;2420;Paris 1 - Panthéon Sorbonne_30;disc04_30;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;109;83;11;90;;;98;44;99;2000;31200;24;7.6;1980;83;18;68;1550;2420;Paris 1 - Panthéon Sorbonne_18;disc05_18;6G2TU
2016;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;214;80;20;88;;;92;56;94;2050;32000;24;7.6;1980;71;35;65;1550;2420;Paris 1 - Panthéon Sorbonne_30;disc07_30;6G2TU
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;245;60;87;95;;;94;68;99;2300;35900;13;7.6;1980;85;23;62;1550;2420;Paris 2 - Panthéon Assas_18;disc01_18;GBpkg
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;41;70;13;83;;;91;47;82;ns;ns;13;7.6;1980;70;28;62;1550;2420;Paris 2 - Panthéon Assas_18;disc07_18;GBpkg
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;41;70;13;95;;;97;56;97;2130;33200;13;7.6;1980;89;28;62;1550;2420;Paris 2 - Panthéon Assas_30;disc07_30;GBpkg
2016;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;41;70;13;83;;;91;47;82;ns;ns;13;7.6;1980;70;28;62;1550;2420;Paris 2 - Panthéon Assas_18;disc10_18;GBpkg
2016;MASTER ENS;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;18;54;;ns;;;ns;ns;ns;ns;ns;17;7.6;1980;ns;ns;ns;1550;2420;Paris 3 - Sorbonne Nouvelle_18;disc18_18;8k883
2016;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;8;57;2;ns;;;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Paris René Descartes_30;disc03_30;O2v0H
2016;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;46;67;12;93;;;100;86;98;2470;38500;23;7.6;1980;93;9;62;1550;2420;Paris René Descartes_30;disc04_30;O2v0H
2016;MASTER LMD;0751721N;Paris René Descartes;Université Paris Cité;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;16;67;4;ns;;;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Paris René Descartes_18;disc06_18;O2v0H
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;76;61;26;80;;;83;52;84;1720;26800;25;7.6;1980;46;28;75;1550;2420;Paris 7 - Denis Diderot_18;disc06_18;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;112;67;35;85;;;81;51;73;1720;26800;25;7.6;1980;61;22;74;1550;2420;Paris 7 - Denis Diderot_18;disc07_18;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;44;66;13;91;;;95;43;72;ns;ns;25;7.6;1980;92;25;90;1550;2420;Paris 7 - Denis Diderot_30;disc09_30;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;114;61;40;91;;;98;85;97;2410;37600;25;7.6;1980;92;16;32;1550;2420;Paris 7 - Denis Diderot_30;disc12_30;5KpJ9
2016;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;48;66;17;94;;;93;82;98;2400;37400;25;7.6;1980;88;19;19;1550;2420;Paris 7 - Denis Diderot_18;disc14_18;5KpJ9
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;17;59;3;ns;;;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Sorbonne Université_30;disc11_30;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;98;58;15;73;;;95;41;96;1850;28900;23;7.6;1980;64;32;70;1550;2420;Sorbonne Université_18;disc13_18;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;61;53;10;90;;;98;82;98;2300;35900;23;7.6;1980;94;12;49;1550;2420;Sorbonne Université_30;disc14_30;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;23;46;5;ns;;;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Sorbonne Université_18;disc17_18;bxPQe
2016;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;23;46;5;ns;;;ns;ns;ns;ns;ns;23;7.6;1980;ns;ns;ns;1550;2420;Sorbonne Université_30;disc17_30;bxPQe
2017;MASTER ENS;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;22;57;100;ns;;;ns;ns;ns;ns;ns;27;7.1;2120;ns;ns;ns;1620;2620;Paris 1 - Panthéon Sorbonne_30;disc18_30;6G2TU
2017;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;251;69;25;88;;;90;55;90;2000;31200;23;7.1;2120;62;22;68;1620;2620;Paris 1 - Panthéon Sorbonne_30;disc07_30;6G2TU
2017;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;59;49;28;94;;;96;85;100;2370;37000;14;7.1;2120;87;15;65;1620;2620;Paris 2 - Panthéon Assas_18;disc04_18;GBpkg
2017;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;16;56;7;ns;;;ns;ns;ns;ns;ns;14;7.1;2120;ns;ns;ns;1620;2620;Paris 2 - Panthéon Assas_30;disc05_30;GBpkg
2017;MASTER ENS;0755976N;Université de Paris;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;;43;65;100;100;;;100;85;93;1900;29600;12;7.1;2120;88;9;71;1620;2620;Université de Paris_30;disc18_30;5cZyU
2017;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;47;66;7;98;;;97;80;98;2050;32000;27;7.1;2120;84;8;50;1620;2620;Université de Paris_18;disc04_18;5cZyU
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;245;76;24;87;;;84;42;91;1750;27300;23;7.8;2060;63;26;63;1600;2570;Paris 1 - Panthéon Sorbonne_18;disc07_18;6G2TU
2015;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;17;78;7;ns;;;ns;ns;ns;ns;ns;14;7.8;2060;ns;ns;ns;1600;2570;Paris 2 - Panthéon Assas_30;disc05_30;GBpkg
2015;MASTER ENS;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;27;72;;;;;;;;;;33;7.8;2060;;;;1600;2570;Paris 3 - Sorbonne Nouvelle_30;disc18_30;8k883
2015;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;23;56;12;ns;;;ns;ns;ns;ns;ns;24;7.8;2060;ns;ns;ns;1600;2570;Paris 3 - Sorbonne Nouvelle_30;disc11_30;8k883
2015;MASTER LMD;0751723R;Paris 7 - Denis Diderot;Université Paris Cité;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;14;50;6;ns;;;ns;ns;ns;ns;ns;21;7.8;2060;ns;ns;ns;1600;2570;Paris 7 - Denis Diderot_18;disc08_18;5KpJ9
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;134;60;16;93;79;60;92;65;94;2240;34900;21.45;6.8;2300;76;27;64;1700;2840;Paris 1 - Panthéon Sorbonne_18;disc02_18;6G2TU
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;92;66;12;88;85;70;95;67;97;2450;38200;21.45;6.8;2300;87;32;66;1700;2840;Paris 1 - Panthéon Sorbonne_30;disc05_30;6G2TU
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;43;59;6;90;81;57;81;69;81;ns;ns;21.45;6.8;2300;47;24;79;1700;2840;Paris 1 - Panthéon Sorbonne_30;disc06_30;6G2TU
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;30;54;4;100;100;87;97;97;100;ns;ns;21.45;6.8;2300;97;20;33;1700;2840;Paris 1 - Panthéon Sorbonne_30;disc12_30;6G2TU
2020;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;17;70;2;ns;ns;ns;ns;ns;ns;ns;ns;21.45;6.8;2300;ns;ns;ns;1700;2840;Paris 1 - Panthéon Sorbonne_18;disc14_18;6G2TU
2020;MASTER ENS;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;16;33;ns;ns;ns;ns;ns;ns;ns;ns;ns;24.54;6.8;2300;ns;ns;ns;1700;2840;Paris 3 - Sorbonne Nouvelle_30;disc18_30;8k883
2020;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;91;57;39;86;82;64;89;56;80;ns;28100;29.5;6.8;2300;50;27;78;1700;2840;Paris 3 - Sorbonne Nouvelle_18;disc07_18;8k883
2020;MASTER ENS;0755890V;Sorbonne Université;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;64;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;15.63;6.8;2300;ns;ns;ns;1700;2840;Sorbonne Université_18;disc18_18;bxPQe
2020;MASTER ENS;0755890V;Sorbonne Université;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;64;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;15.63;6.8;2300;ns;ns;ns;1700;2840;Sorbonne Université_30;disc18_30;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);94;29;30;88;82;73;89;94;94;2330;36300;27.19;6.8;2300;74;19;65;1700;2840;Sorbonne Université_30;disc07_30;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);26;31;8;ns;ns;ns;ns;ns;ns;ns;ns;27.19;6.8;2300;ns;ns;ns;1700;2840;Sorbonne Université_18;disc08_18;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);304;53;50;82;78;70;96;73;97;2310;36000;27.19;6.8;2300;83;28;43;1700;2840;Sorbonne Université_18;disc12_18;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);65;52;11;80;80;74;98;62;98;ns;38200;27.19;6.8;2300;89;18;44;1700;2840;Sorbonne Université_18;disc14_18;bxPQe
2020;MASTER LMD;0755890V;Sorbonne Université;;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);70;57;12;93;93;85;100;94;100;2800;43700;27.19;6.8;2300;100;22;14;1700;2840;Sorbonne Université_30;disc16_30;bxPQe
2020;MASTER ENS;0755976N;Université de Paris;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;23;48;ns;ns;ns;ns;ns;ns;ns;ns;ns;21.82;6.8;2300;ns;ns;ns;1700;2840;Université de Paris_18;disc18_18;5cZyU
2020;MASTER ENS;0755976N;Université de Paris;;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;23;48;ns;ns;ns;ns;ns;ns;ns;ns;ns;21.82;6.8;2300;ns;ns;ns;1700;2840;Université de Paris_30;disc18_30;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;80;51;16;92;88;81;99;71;100;2310;36000;20.78;6.8;2300;89;13;68;1700;2840;Université de Paris_18;disc01_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;41;53;9;87;79;69;100;73;100;ns;37000;20.78;6.8;2300;97;14;68;1700;2840;Université de Paris_18;disc02_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;35;48;7;100;100;97;91;86;100;2500;39000;20.78;6.8;2300;77;10;70;1700;2840;Université de Paris_30;disc04_30;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;227;60;41;90;84;79;93;55;76;1990;31000;20.78;6.8;2300;82;24;81;1700;2840;Université de Paris_18;disc07_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;227;60;41;92;88;82;94;66;80;2150;33600;20.78;6.8;2300;85;24;81;1700;2840;Université de Paris_30;disc07_30;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;51;51;9;92;83;79;92;40;96;ns;32800;20.78;6.8;2300;90;32;73;1700;2840;Université de Paris_18;disc13_18;5cZyU
2020;MASTER LMD;0755976N;Université de Paris;;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;29;51;5;ns;ns;ns;ns;ns;ns;ns;ns;20.78;6.8;2300;ns;ns;ns;1700;2840;Université de Paris_30;disc14_30;5cZyU
2020;MASTER LMD;0756305W;Paris-Panthéon-Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;120;59;38;90;54;41;90;64;100;ns;35900;13.43;6.8;2300;84;14;69;1700;2840;Paris-Panthéon-Assas_18;disc02_18;TWBzp
2020;MASTER LMD;0756305W;Paris-Panthéon-Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;80;57;27;94;93;84;94;97;100;2830;44200;13.43;6.8;2300;88;24;67;1700;2840;Paris-Panthéon-Assas_30;disc04_30;TWBzp
2020;MASTER LMD;0756305W;Paris-Panthéon-Assas;Université Paris-Panthéon-Assas;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;22;61;7;ns;ns;ns;ns;ns;ns;ns;ns;13.43;6.8;2300;ns;ns;ns;1700;2840;Paris-Panthéon-Assas_18;disc05_18;TWBzp
